review_index,relative_path,format,size_bytes,width,height,captured_at,capture_time_source,sha256,trip_date,trip_day,itinerary,scene,archive_folder,classification_status,classification_confidence,classification_evidence,archive_decision,fb_selected,photo_selected,photo_score,photo_reason,review_note
77,IMG_3950.JPG,JPEG,3733838,5712,4284,,unavailable,48790fef69501ef5d7c38c4428d6152cba78471523d49182cdaede5fa9fbc9de,260713,D2,太宰府／交通與表參道,超市／車站／太宰府交通,02_260713_D2_太宰府_天滿宮,classified,high,畫面出現太宰府站牌與列車，且為 D1 後第一個明確轉場,保留,否,否,,,完成目視檢視；保留作旅程總帳
78,IMG_3951.JPG,JPEG,3685160,5712,4284,,unavailable,e9b2677b868fa8137b4bb112a9e8ea35d4adfc160e1c5deb239be531d6b46043,260713,D2,太宰府／交通與表參道,超市／車站／太宰府交通,02_260713_D2_太宰府_天滿宮,classified,high,畫面出現太宰府站牌與列車，且為 D1 後第一個明確轉場,保留,否,否,,,完成目視檢視；保留作旅程總帳
79,IMG_3952.JPG,JPEG,3788592,5712,4284,,unavailable,4dfa1a1f7b103dfbac4143cb6daa59334b48dacde77310c9811a35d4ba985704,260713,D2,太宰府／交通與表參道,超市／車站／太宰府交通,02_260713_D2_太宰府_天滿宮,classified,high,畫面出現太宰府站牌與列車，且為 D1 後第一個明確轉場,保留,否,否,,,完成目視檢視；保留作旅程總帳
80,IMG_3953.JPG,JPEG,3449642,5712,4284,,unavailable,d66f63c3d3f990d0b13b552feb1803bf0c2c287e461e24c384d5142c5dc636be,260713,D2,太宰府／交通與表參道,超市／車站／太宰府交通,02_260713_D2_太宰府_天滿宮,classified,high,畫面出現太宰府站牌與列車，且為 D1 後第一個明確轉場,保留,否,否,,,完成目視檢視；保留作旅程總帳
81,IMG_3954.JPG,JPEG,3557501,5712,4284,,unavailable,a471f809a513fcb17b4bd5f5ea0e503bb2c4285a5360af782ae588a1cb613ba8,260713,D2,太宰府／交通與表參道,超市／車站／太宰府交通,02_260713_D2_太宰府_天滿宮,classified,high,畫面出現太宰府站牌與列車，且為 D1 後第一個明確轉場,保留,是,否,,,完成目視檢視；保留作旅程總帳
82,IMG_3955.JPG,JPEG,3694645,5712,4284,,unavailable,a652b8807ea180ba9dce216ba8761e324f5391504bf12157504dda81d54e3ad7,260713,D2,太宰府／交通與表參道,超市／車站／太宰府交通,02_260713_D2_太宰府_天滿宮,classified,high,畫面出現太宰府站牌與列車，且為 D1 後第一個明確轉場,保留,否,否,,,完成目視檢視；保留作旅程總帳
83,IMG_3956.JPG,JPEG,3588761,5712,4284,,unavailable,74f6d7156a1363a618eff0140582518fafd7882ca24ea94d556fd26b66e22d27,260713,D2,太宰府／交通與表參道,超市／車站／太宰府交通,02_260713_D2_太宰府_天滿宮,classified,high,畫面出現太宰府站牌與列車，且為 D1 後第一個明確轉場,保留,否,否,,,完成目視檢視；保留作旅程總帳
84,IMG_3957.JPG,JPEG,3503892,5712,4284,,unavailable,06d8877550cff7891d51729813a2c885c0f2dc1dc1112b694ade4d2ca2a47592,260713,D2,太宰府／交通與表參道,超市／車站／太宰府交通,02_260713_D2_太宰府_天滿宮,classified,high,畫面出現太宰府站牌與列車，且為 D1 後第一個明確轉場,保留,否,否,,,完成目視檢視；保留作旅程總帳
85,IMG_3958.JPG,JPEG,2189674,5712,4284,,unavailable,662187d315d9b960775e79daa9283bda30d085eb5eba0814eae54e9cf1961c8b,260713,D2,太宰府／交通與表參道,超市／車站／太宰府交通,02_260713_D2_太宰府_天滿宮,classified,high,畫面出現太宰府站牌與列車，且為 D1 後第一個明確轉場,保留,否,否,,,完成目視檢視；保留作旅程總帳
86,IMG_3959.JPG,JPEG,4384300,5712,4284,,unavailable,033fd248876d99282c5556cb5239fe5d0a4bd95a9012c53c42f23b9f780dcbbf,260713,D2,太宰府／交通與表參道,超市／車站／太宰府交通,02_260713_D2_太宰府_天滿宮,classified,high,畫面出現太宰府站牌與列車，且為 D1 後第一個明確轉場,保留,是,否,,,完成目視檢視；保留作旅程總帳
87,IMG_3960.JPG,JPEG,4450008,5712,4284,,unavailable,e50e1d1446080bd853386e8d711f1a9dcd1bc434e99b596d816d4e799edbfba9,260713,D2,太宰府／交通與表參道,超市／車站／太宰府交通,02_260713_D2_太宰府_天滿宮,classified,high,畫面出現太宰府站牌與列車，且為 D1 後第一個明確轉場,保留,否,否,,,完成目視檢視；保留作旅程總帳
88,IMG_3961.JPG,JPEG,2823535,5712,4284,,unavailable,97243de2302175ff98e85e0c956e7098a20cacc4c26c9bbe0651b42e15531d1a,260713,D2,太宰府／交通與表參道,超市／車站／太宰府交通,02_260713_D2_太宰府_天滿宮,classified,high,畫面出現太宰府站牌與列車，且為 D1 後第一個明確轉場,保留,否,否,,,完成目視檢視；保留作旅程總帳
89,IMG_3962.JPG,JPEG,2568052,5712,4284,,unavailable,d221f2fb4c7684f70762562e9939142f642a5acac6a400a68f284fc979f0f3a4,260713,D2,太宰府／交通與表參道,超市／車站／太宰府交通,02_260713_D2_太宰府_天滿宮,classified,high,畫面出現太宰府站牌與列車，且為 D1 後第一個明確轉場,保留,否,否,,,完成目視檢視；保留作旅程總帳
90,IMG_3963.JPG,JPEG,3103809,4284,5712,,unavailable,c7b93180b4d1b2ba8ca2f4fcd44d5bc6486a42f87ae8fbb300cf1e0c04593ae2,260713,D2,太宰府／交通與表參道,超市／車站／太宰府交通,02_260713_D2_太宰府_天滿宮,classified,high,畫面出現太宰府站牌與列車，且為 D1 後第一個明確轉場,保留,否,否,,,完成目視檢視；保留作旅程總帳
91,IMG_3964.JPG,JPEG,2455437,5712,4284,,unavailable,f5660f6419954516d1901c3ca517d2c382c4dcf2e88fe8b5bcc976cc6c31a39b,260713,D2,太宰府／交通與表參道,超市／車站／太宰府交通,02_260713_D2_太宰府_天滿宮,classified,high,畫面出現太宰府站牌與列車，且為 D1 後第一個明確轉場,保留,否,否,,,完成目視檢視；保留作旅程總帳
92,IMG_3966.JPG,JPEG,3580790,5712,4284,,unavailable,c1e9ec8ecc457937b49fa4ace71adf7ec7325e9397fffe9788975328a35cf0a9,260713,D2,太宰府／交通與表參道,超市／車站／太宰府交通,02_260713_D2_太宰府_天滿宮,classified,high,畫面出現太宰府站牌與列車，且為 D1 後第一個明確轉場,保留,否,否,,,完成目視檢視；保留作旅程總帳
93,IMG_3967.JPG,JPEG,1188838,4032,3024,,unavailable,df14d5d5c167ff0761a43fce162431ed04e1127514168f5d67c6a7a0397cb5ad,260713,D2,太宰府／交通與表參道,超市／車站／太宰府交通,02_260713_D2_太宰府_天滿宮,classified,high,畫面出現太宰府站牌與列車，且為 D1 後第一個明確轉場,保留,是,否,,,完成目視檢視；保留作旅程總帳
94,IMG_3968.JPG,JPEG,2706032,5712,4284,,unavailable,94eb7a05c04575c100b93a2eccbdd50f64ff87c6d2111d76eb23e4e5afd8bb62,260713,D2,太宰府／交通與表參道,超市／車站／太宰府交通,02_260713_D2_太宰府_天滿宮,classified,high,畫面出現太宰府站牌與列車，且為 D1 後第一個明確轉場,保留,否,否,,,完成目視檢視；保留作旅程總帳
95,IMG_3969.JPG,JPEG,4415424,5712,4284,,unavailable,2013a6eb09dbf466c8684baaddff744f1baac26376594879f599d3433662bff2,260713,D2,太宰府／交通與表參道,超市／車站／太宰府交通,02_260713_D2_太宰府_天滿宮,classified,high,畫面出現太宰府站牌與列車，且為 D1 後第一個明確轉場,保留,否,否,,,完成目視檢視；保留作旅程總帳
96,IMG_3970.JPG,JPEG,1208852,4032,3024,,unavailable,7cd4efe8f443bcbe8e6262d799e905b9fb274e513f5ce2f102022a4c0fc4a3da,260713,D2,太宰府／交通與表參道,超市／車站／太宰府交通,02_260713_D2_太宰府_天滿宮,classified,high,畫面出現太宰府站牌與列車，且為 D1 後第一個明確轉場,保留,否,否,,,完成目視檢視；保留作旅程總帳
97,IMG_3971.JPG,JPEG,3139158,5712,4284,,unavailable,eb9b79dc0894c067a2178a4f21a895b0af215b00273d093d13edc97d928a3e8d,260713,D2,太宰府／交通與表參道,超市／車站／太宰府交通,02_260713_D2_太宰府_天滿宮,classified,high,畫面出現太宰府站牌與列車，且為 D1 後第一個明確轉場,保留,否,否,,,完成目視檢視；保留作旅程總帳
98,IMG_3972.JPG,JPEG,4710942,5712,4284,,unavailable,22dcf34422f87c35061d7f0fb864e13684703cdc110873bf28612d9e28a7970f,260713,D2,太宰府／交通與表參道,超市／車站／太宰府交通,02_260713_D2_太宰府_天滿宮,classified,high,畫面出現太宰府站牌與列車，且為 D1 後第一個明確轉場,保留,否,否,,,完成目視檢視；保留作旅程總帳
99,IMG_3973.JPG,JPEG,5157358,5712,4284,,unavailable,e9868049c1b32b1a7de9373a3ca3cb07e209c1f8acf68a8ac0b3517d3ab6a3f0,260713,D2,太宰府／交通與表參道,超市／車站／太宰府交通,02_260713_D2_太宰府_天滿宮,classified,high,畫面出現太宰府站牌與列車，且為 D1 後第一個明確轉場,保留,否,否,,,完成目視檢視；保留作旅程總帳
100,IMG_3974.JPG,JPEG,4817778,5712,4284,,unavailable,12ea831a39e7115632fee070febc9e8f67cde949a7ee5173a9d984c8a339c2fb,260713,D2,太宰府／交通與表參道,超市／車站／太宰府交通,02_260713_D2_太宰府_天滿宮,classified,high,畫面出現太宰府站牌與列車，且為 D1 後第一個明確轉場,保留,否,否,,,完成目視檢視；保留作旅程總帳
101,IMG_3975.JPG,JPEG,4743208,5712,4284,,unavailable,c2162f07165d758c30c87552ae9adff94844635c221a14af2979bdde715f0dbc,260713,D2,太宰府／天滿宮,表參道／鳥居／天滿宮,02_260713_D2_太宰府_天滿宮,classified,high,太宰府站、鳥居、御手水與天滿宮連續地標,保留,否,否,,,完成目視檢視；保留作旅程總帳
102,IMG_3976.JPG,JPEG,4272141,5712,4284,,unavailable,163a73946510e7b5dc0bfb6a5d8334c5d391cdcfa2e6c1f94721a62ea5a3b7d9,260713,D2,太宰府／天滿宮,表參道／鳥居／天滿宮,02_260713_D2_太宰府_天滿宮,classified,high,太宰府站、鳥居、御手水與天滿宮連續地標,保留,否,否,,,完成目視檢視；保留作旅程總帳
103,IMG_3977.JPG,JPEG,4713672,5712,4284,,unavailable,0db2a0debc6cca769c642e62752899b2e8ed894517f9e6aef683c825f10d6050,260713,D2,太宰府／天滿宮,表參道／鳥居／天滿宮,02_260713_D2_太宰府_天滿宮,classified,high,太宰府站、鳥居、御手水與天滿宮連續地標,保留,否,否,,,完成目視檢視；保留作旅程總帳
104,IMG_3978.JPG,JPEG,4096670,5712,4284,,unavailable,7ebfd328a15a8af8aec27ed2ec5d27555cf6deb1720ee1e87b4f95a3f78834cf,260713,D2,太宰府／天滿宮,表參道／鳥居／天滿宮,02_260713_D2_太宰府_天滿宮,classified,high,太宰府站、鳥居、御手水與天滿宮連續地標,保留,否,否,,,完成目視檢視；保留作旅程總帳
105,IMG_3979.JPG,JPEG,4883776,5712,4284,,unavailable,4e95537ee4806a0988fdc8e879adf41a5e24392ebbe3af4ba914f4eaf3ed711a,260713,D2,太宰府／天滿宮,表參道／鳥居／天滿宮,02_260713_D2_太宰府_天滿宮,classified,high,太宰府站、鳥居、御手水與天滿宮連續地標,保留,否,否,,,完成目視檢視；保留作旅程總帳
106,IMG_3980.JPG,JPEG,4882572,5712,4284,,unavailable,1d6e474928cb0e02f451b55c77a6a1fee95cd229cfbc54a3c20de6edc19af5d6,260713,D2,太宰府／天滿宮,表參道／鳥居／天滿宮,02_260713_D2_太宰府_天滿宮,classified,high,太宰府站、鳥居、御手水與天滿宮連續地標,保留,否,否,,,完成目視檢視；保留作旅程總帳
107,IMG_3981.JPG,JPEG,3654293,5712,4284,,unavailable,d6f94c0655325721300305e1eda60b43dfb17b31a8c8b23b4612a76c68b84400,260713,D2,太宰府／天滿宮,表參道／鳥居／天滿宮,02_260713_D2_太宰府_天滿宮,classified,high,太宰府站、鳥居、御手水與天滿宮連續地標,保留,否,否,,,完成目視檢視；保留作旅程總帳
108,IMG_3982.JPG,JPEG,5587605,5712,4284,,unavailable,f8cd96b42c56a80cff0805a957b38b1a0445805dfc35bfa2cd8cde2a8b130de6,260713,D2,太宰府／天滿宮,表參道／鳥居／天滿宮,02_260713_D2_太宰府_天滿宮,classified,high,太宰府站、鳥居、御手水與天滿宮連續地標,保留,是,否,,,完成目視檢視；保留作旅程總帳
109,IMG_3983.JPG,JPEG,3571109,5712,4284,,unavailable,8f6400d618bdb49be32bc295e8d962b64bb610a884e43bd627fa95f09ab39cfd,260713,D2,太宰府／天滿宮,表參道／鳥居／天滿宮,02_260713_D2_太宰府_天滿宮,classified,high,太宰府站、鳥居、御手水與天滿宮連續地標,保留,否,否,,,完成目視檢視；保留作旅程總帳
110,IMG_3984.JPG,JPEG,1911146,4032,3024,,unavailable,fe839a667182713ddf6e2be465a8b6a054a8227b685aebe6573065576763c1d4,260713,D2,太宰府／天滿宮,表參道／鳥居／天滿宮,02_260713_D2_太宰府_天滿宮,classified,high,太宰府站、鳥居、御手水與天滿宮連續地標,保留,否,否,,,完成目視檢視；保留作旅程總帳
111,IMG_3985.JPG,JPEG,4241520,5712,4284,,unavailable,1839fc34c808a8c83656c4b1b13cfd8e2a1c3b79094c70f038ff6f35d871daa0,260713,D2,太宰府／天滿宮,表參道／鳥居／天滿宮,02_260713_D2_太宰府_天滿宮,classified,high,太宰府站、鳥居、御手水與天滿宮連續地標,保留,否,否,,,完成目視檢視；保留作旅程總帳
112,IMG_3986.JPG,JPEG,5044377,5712,4284,,unavailable,a92b51d17c53b033efb3ba940dd35cc7d7365bc626f11ead0e9c4ffb4e1de1fc,260713,D2,太宰府／天滿宮,表參道／鳥居／天滿宮,02_260713_D2_太宰府_天滿宮,classified,high,太宰府站、鳥居、御手水與天滿宮連續地標,保留,否,否,,,完成目視檢視；保留作旅程總帳
113,IMG_3987.JPG,JPEG,3870100,5712,4284,,unavailable,53bb2f29ba60128ab3e9a75e2c4c890f6f316b0fb6ae8698f5715b36becf5ca6,260713,D2,太宰府／天滿宮,表參道／鳥居／天滿宮,02_260713_D2_太宰府_天滿宮,classified,high,太宰府站、鳥居、御手水與天滿宮連續地標,保留,否,否,,,完成目視檢視；保留作旅程總帳
114,IMG_3988.JPG,JPEG,7567272,5712,4284,,unavailable,c36d3457dbba5338b4f911b49b394cd85a580c07cb2f328df7446eb7ee4131be,260713,D2,太宰府／天滿宮,表參道／鳥居／天滿宮,02_260713_D2_太宰府_天滿宮,classified,high,太宰府站、鳥居、御手水與天滿宮連續地標,保留,是,否,,,完成目視檢視；保留作旅程總帳
115,IMG_3989.JPG,JPEG,5967057,5712,4284,,unavailable,9c53be92bc85ec233017dbcb8e2d4eb8cf6b73875266d6188f950942f4d56969,260713,D2,太宰府／天滿宮,表參道／鳥居／天滿宮,02_260713_D2_太宰府_天滿宮,classified,high,太宰府站、鳥居、御手水與天滿宮連續地標,保留,否,否,,,完成目視檢視；保留作旅程總帳
116,IMG_3990.JPG,JPEG,6561770,5712,4284,,unavailable,963366ce5ae5813f6c854ffc6aa8fe8f3cb1d8adaf7d0fb77e8ebaddac58d4c7,260713,D2,太宰府／天滿宮,表參道／鳥居／天滿宮,02_260713_D2_太宰府_天滿宮,classified,high,太宰府站、鳥居、御手水與天滿宮連續地標,保留,否,否,,,完成目視檢視；保留作旅程總帳
117,IMG_3991.JPG,JPEG,5225219,5712,4284,,unavailable,8be1e223e0e7063b97d049b1ebb4e3d809852bde1783d984ae3819c3f578ab59,260713,D2,太宰府／天滿宮,表參道／鳥居／天滿宮,02_260713_D2_太宰府_天滿宮,classified,high,太宰府站、鳥居、御手水與天滿宮連續地標,保留,否,否,,,完成目視檢視；保留作旅程總帳
118,IMG_3992.JPG,JPEG,3119644,5712,4284,,unavailable,a0a42430b6421c69fed2f54fba826ca33f59485ab6facbbd1afa97f0ae5678f3,260713,D2,太宰府／天滿宮,表參道／鳥居／天滿宮,02_260713_D2_太宰府_天滿宮,classified,high,太宰府站、鳥居、御手水與天滿宮連續地標,保留,是,是,4,寺社／庭園空間層次,完成目視檢視；保留作旅程總帳
119,IMG_3993.JPG,JPEG,4008726,5712,4284,,unavailable,862659d6304544ea54c918332579be3d95a02302150ef0a861c7e59b92078294,260713,D2,太宰府／天滿宮,表參道／鳥居／天滿宮,02_260713_D2_太宰府_天滿宮,classified,high,太宰府站、鳥居、御手水與天滿宮連續地標,保留,否,否,,,完成目視檢視；保留作旅程總帳
120,IMG_3994.JPG,JPEG,3852813,5712,4284,,unavailable,99503ab9ebd8492ac561d847a03046dfe2944d0b598d0da32ba8e0b703d83dbe,260713,D2,太宰府／天滿宮,表參道／鳥居／天滿宮,02_260713_D2_太宰府_天滿宮,classified,high,太宰府站、鳥居、御手水與天滿宮連續地標,保留,否,否,,,完成目視檢視；保留作旅程總帳
121,IMG_3995.JPG,JPEG,8931302,5712,4284,,unavailable,85eabb3c5009e61cb54b1eea4eb613444dcab8e6eb29353f8bdbe9c81439b094,260713,D2,太宰府／天滿宮,表參道／鳥居／天滿宮,02_260713_D2_太宰府_天滿宮,classified,high,太宰府站、鳥居、御手水與天滿宮連續地標,保留,否,否,,,完成目視檢視；保留作旅程總帳
122,IMG_3996.JPG,JPEG,5627504,5712,4284,,unavailable,d5492cd0b01930398c5527d2c0f881b4bb2bf01442e7e310a7849741fe553ece,260713,D2,太宰府／天滿宮,表參道／鳥居／天滿宮,02_260713_D2_太宰府_天滿宮,classified,high,太宰府站、鳥居、御手水與天滿宮連續地標,保留,否,否,,,完成目視檢視；保留作旅程總帳
123,IMG_3997.JPG,JPEG,6084508,5712,4284,,unavailable,7dd96fc68b5b65cf223b8ecba0e269d7fea0c0124f97a8338d4212419b92add5,260713,D2,太宰府／天滿宮,表參道／鳥居／天滿宮,02_260713_D2_太宰府_天滿宮,classified,high,太宰府站、鳥居、御手水與天滿宮連續地標,保留,是,否,,,完成目視檢視；保留作旅程總帳
124,IMG_3998.JPG,JPEG,2391053,4032,3024,,unavailable,32effaf9c0b7fbe3c348eca51bfb71b64b08614b3a1b97bb2c78889d3e398fcf,260713,D2,太宰府／天滿宮,表參道／鳥居／天滿宮,02_260713_D2_太宰府_天滿宮,classified,high,太宰府站、鳥居、御手水與天滿宮連續地標,保留,否,否,,,完成目視檢視；保留作旅程總帳
125,IMG_3999.MOV,MOV,46843153,1920,1080,2026-07-13T00:29:17.000000Z,ffprobe:creation_time,9bacf516115db36896a94c83486772923bbaaf3d0dfdd8c4283c2092e939c964,260713,D2,太宰府／天滿宮,表參道／鳥居／天滿宮,02_260713_D2_太宰府_天滿宮,classified,high,太宰府站、鳥居、御手水與天滿宮連續地標,保留,否,否,,,完成目視檢視；保留作旅程總帳
126,IMG_4001.JPG,JPEG,6204491,5712,4284,,unavailable,c82114edab645c17bb5f4a4268ee0ae8c808ce36ce95498a2738aaa0fa6c11e9,260713,D2,太宰府／天滿宮,表參道／鳥居／天滿宮,02_260713_D2_太宰府_天滿宮,classified,high,太宰府站、鳥居、御手水與天滿宮連續地標,保留,否,否,,,完成目視檢視；保留作旅程總帳
